block;number_of_variants;height_external;width_external;volume;blast_resistance;luminance;conductive;full_cube;spawnable;movable
Smooth Stone Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Spruce Slab;62;12;16;3072;51.5;0.0;1;1;4;3
Stone Brick Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Stone Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Tuff Brick Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Tuff Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Warped Slab;62;12;16;3072;51.5;0.0;1;1;4;3
Waxed Cut Copper Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Waxed Exposed Cut Copper Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Waxed Oxidized Cut Copper Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Waxed Weathered Cut Copper Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Weathered Cut Copper Slab;62;12;16;3072;53.0;0.0;1;1;4;3
Slime Block;1;16;16;4096;0.0;0.0;2;2;5;3
Small Dripleaf;1;0;0;0;50.0;0.0;0;0;0;1
Smithing Table;1;16;16;4096;2.5;0.0;2;2;5;3
Smoker;1;16;16;4096;3.5;6.5;2;2;5;0
Sniffer Egg;1;16;14;3136;0.5;0.0;0;0;0;3
Snow;1;8;16;2048;0.1;0.0;0;0;4;1
Snow Block;1;16;16;4096;0.2;0.0;2;2;5;3
Soul Sand;1;14;16;3584;0.5;0.0;2;0;5;3
Soul Soil;1;16;16;4096;0.5;0.0;2;2;5;3
Monster Spawner;1;16;16;4096;5.0;0.0;2;2;5;0
Sponge;2;16;16;4096;0.6000000000000001;0.0;2;2;5;3
Wet Sponge;2;16;16;4096;0.6000000000000001;0.0;2;2;5;3
Spore Blossom;1;0;0;0;0.0;0.0;0;0;0;1
Black Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Blue Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Brown Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Cyan Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Gray Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Green Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Light Blue Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Light Gray Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Lime Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Magenta Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Orange Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Pink Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Purple Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Red Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
White Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Yellow Stained Glass;16;16;16;4096;0.3;0.0;0;2;0;3
Black Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Blue Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Brown Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Cyan Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Gray Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Green Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Light Blue Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Light Gray Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Lime Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Magenta Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Orange Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Pink Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Purple Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Red Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
White Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Yellow Stained Glass Pane;16;16;12;2304;50.15;0.0;0;0;0;3
Acacia Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Andesite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Bamboo Mosaic Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Bamboo Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Birch Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Blackstone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Cherry Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Cobbled Deepslate Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Cobblestone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Crimson Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Dark Oak Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Dark Prismarine Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Deepslate Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Deepslate Tile Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Diorite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
End Stone Brick Stairs;58;12;12;1728;54.5;0.0;0;0;4;3
Exposed Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Granite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Jungle Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Mangrove Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Mossy Cobblestone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Mossy Stone Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Mud Brick Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Nether Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Oak Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Oxidized Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Pale Oak Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Polished Andesite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Blackstone Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Blackstone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Deepslate Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Diorite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Granite Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Polished Tuff Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Prismarine Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Prismarine Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Purpur Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Quartz Stairs;58;12;12;1728;50.4;0.0;0;0;4;3
Red Nether Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Red Sandstone Stairs;58;12;12;1728;50.4;0.0;0;0;4;3
Resin Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Sandstone Stairs;58;12;12;1728;50.4;0.0;0;0;4;3
Smooth Quartz Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Smooth Red Sandstone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Smooth Sandstone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Spruce Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Stone Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Stone Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Tuff Brick Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Tuff Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Warped Stairs;58;12;12;1728;51.5;0.0;0;0;4;3
Waxed Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Waxed Exposed Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Waxed Oxidized Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Waxed Weathered Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Weathered Cut Copper Stairs;58;12;12;1728;53.0;0.0;0;0;4;3
Crimson Stem;4;16;16;4096;2.0;0.0;2;2;5;3
Stripped Crimson Stem;4;16;16;4096;2.0;0.0;2;2;5;3
Stripped Warped Stem;4;16;16;4096;2.0;0.0;2;2;5;3
Warped Stem;4;16;16;4096;2.0;0.0;2;2;5;3
Infested Stone;3;16;16;4096;0.75;0.0;2;2;5;3
Smooth Stone;3;16;16;4096;6.0;0.0;2;2;5;3
Stone;3;16;16;4096;6.0;0.0;2;2;5;3
Chiseled Stone Bricks;8;16;16;4096;6.0;0.0;2;2;5;3
Cracked Stone Bricks;8;16;16;4096;6.0;0.0;2;2;5;3
Infested Chiseled Stone Bricks;8;16;16;4096;0.75;0.0;2;2;5;3
Infested Cracked Stone Bricks;8;16;16;4096;0.75;0.0;2;2;5;3
Infested Mossy Stone Bricks;8;16;16;4096;0.75;0.0;2;2;5;3
Infested Stone Bricks;8;16;16;4096;0.75;0.0;2;2;5;3
Mossy Stone Bricks;8;16;16;4096;6.0;0.0;2;2;5;3
Stone Bricks;8;16;16;4096;6.0;0.0;2;2;5;3
Stonecutter;1;9;16;2304;3.5;0.0;0;0;0;3
Structure Block;1;16;16;4096;3600000.0;0.0;2;2;5;0
Structure Void;1;0;0;0;0.0;0.0;0;0;0;1
Sugar Cane;1;0;0;0;0.0;0.0;0;0;0;1
Suspicious Gravel;1;16;16;4096;0.25;0.0;2;2;5;3
Suspicious Sand;1;16;16;4096;0.25;0.0;2;2;5;3
Sweet Berry Bush;1;0;0;0;0.0;0.0;0;0;0;1
Tall Grass;1;0;0;0;0.0;0.0;0;0;0;1
Target;1;16;16;4096;0.5;0.0;2;2;5;3
Black Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Blue Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Brown Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Cyan Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Gray Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Green Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Light Blue Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Light Gray Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Lime Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Magenta Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Orange Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Pink Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Purple Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Red Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
White Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Yellow Terracotta;17;16;16;4096;4.2;0.0;2;2;5;3
Tinted Glass;1;16;16;4096;0.3;0.0;0;2;0;3
TNT;1;16;16;4096;0.0;0.0;0;2;5;3
Soul Torch;4;0;0;0;0.0;10.0;0;0;0;1
Soul Wall Torch;4;0;0;0;0.0;10.0;0;0;0;1
Torch;4;0;0;0;0.0;14.0;0;0;0;1
Wall Torch;4;0;0;0;0.0;14.0;0;0;0;1
Torchflower;1;0;0;0;0.0;0.0;0;0;0;1
Torchflower Crop;1;0;0;0;0.0;0.0;0;0;0;1
Acacia Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Bamboo Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Birch Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Cherry Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Crimson Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Dark Oak Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Exposed Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Iron Trapdoor;21;9;9;729;52.5;0.0;0;0;0;3
Jungle Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Mangrove Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Oak Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Oxidized Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Pale Oak Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Spruce Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Warped Trapdoor;21;9;9;729;51.5;0.0;0;0;0;3
Waxed Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Waxed Exposed Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Waxed Oxidized Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Waxed Weathered Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Weathered Copper Trapdoor;21;9;9;729;53.0;0.0;0;0;0;3
Trapped Chest;1;14;15;3150;51.25;0.0;0;0;0;0
Trial Spawner;1;16;16;4096;50.0;4.0;2;2;5;0
Tripwire;1;0;0;0;0.0;0.0;0;0;0;1
Tripwire Hook;1;0;0;0;0.0;0.0;0;0;0;1
Tuff;1;16;16;4096;6.0;0.0;2;2;5;3
Tuff Bricks;1;16;16;4096;6.0;0.0;2;2;5;3
Turtle Egg;1;7;13;1183;0.5;0.0;0;0;0;1
Twisting Vines;2;0;0;0;0.0;0.0;0;0;0;1
Twisting Vines Plant;2;0;0;0;0.0;0.0;0;0;0;1
Vault;1;16;16;4096;50.0;9.0;2;2;5;0
Vines;1;0;0;0;0.2;0.0;0;0;0;1
Andesite Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Blackstone Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Cobbled Deepslate Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Cobblestone Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Deepslate Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Deepslate Tile Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Diorite Wall;26;24;13;4056;53.0;0.0;0;0;0;3
End Stone Brick Wall;26;24;13;4056;54.5;0.0;0;0;0;3
Granite Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Mossy Cobblestone Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Mossy Stone Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Mud Brick Wall;26;24;13;4056;51.5;0.0;0;0;0;3
Nether Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Polished Blackstone Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Polished Blackstone Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Polished Deepslate Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Polished Tuff Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Prismarine Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Red Nether Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Red Sandstone Wall;26;24;13;4056;50.4;0.0;0;0;0;3
Resin Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Sandstone Wall;26;24;13;4056;50.4;0.0;0;0;0;3
Stone Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Tuff Brick Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Tuff Wall;26;24;13;4056;53.0;0.0;0;0;0;3
Nether Wart Block;2;16;16;4096;1.0;0.0;2;2;5;3
Warped Wart Block;2;16;16;4096;1.0;0.0;2;2;5;3
Bubble Column;2;0;0;0;100.0;0.0;0;0;0;1
Water;2;0;0;0;100.0;0.0;0;0;0;1
Weeping Vines;2;0;0;0;0.0;0.0;0;0;0;1
Weeping Vines Plant;2;0;0;0;0.0;0.0;0;0;0;1
Acacia Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Birch Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Cherry Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Dark Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Jungle Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Mangrove Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Pale Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Spruce Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Acacia Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Birch Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Cherry Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Dark Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Jungle Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Mangrove Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Pale Oak Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Stripped Spruce Wood;18;16;16;4096;2.0;0.0;2;2;5;3
Black Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Blue Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Brown Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Cyan Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Gray Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Green Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Light Blue Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Light Gray Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Lime Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Magenta Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Orange Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Pink Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Purple Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Red Wool;16;16;16;4096;0.8;0.0;2;2;5;3
White Wool;16;16;16;4096;0.8;0.0;2;2;5;3
Yellow Wool;16;16;16;4096;0.8;0.0;2;2;5;3
